,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk
508,Super built-up  Area,17-May,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,45.0,2.0
509,Super built-up  Area,19-Apr,Sarjapur  Road,2 BHK,Brareio,1195.0,2.0,1.0,70.0,2.0
512,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.0,2.0
516,Super built-up  Area,18-Dec,Haralur Road,4 BHK,SNnia E,2805.0,5.0,3.0,154.0,4.0
522,Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1599.0,3.0,2.0,125.0,3.0
523,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SuMTBPr,1150.0,2.0,1.0,70.0,2.0
524,Super built-up  Area,17-Dec,Jakkur,4 BHK,Lecco C,5230.0,6.0,1.0,465.0,4.0
525,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Jahidva,1155.0,2.0,2.0,42.74,2.0
529,Built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1867.0,3.0,1.0,160.0,3.0
530,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251.0,2.0,1.0,47.0,2.0
533,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1170.0,2.0,1.0,66.0,3.0
534,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400.0,4.0,1.0,245.0,3.0
536,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372.0,2.0,1.0,68.0,2.0
537,Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Bilya A,1282.0,2.0,2.0,49.0,3.0
540,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shdhia ,1135.0,2.0,1.0,39.73,2.0
543,Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1599.0,3.0,2.0,99.0,3.0
550,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450.0,5.0,2.0,260.0,3.0
551,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1102.0,2.0,2.0,53.67,2.0
552,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Sahanra,1350.0,2.0,2.0,54.0,2.0
557,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,27.25,1.0
558,Built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656.0,2.0,1.0,25.0,2.0
561,Super built-up  Area,21-Feb,Bannerghatta Road,1 BHK,Hiatei ,595.0,1.0,1.0,33.32,1.0
563,Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,2225.0,3.0,1.0,160.0,3.0
564,Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1126.0,2.0,1.0,28.15,2.0
565,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490.0,3.0,1.0,84.0,3.0
567,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PuineSu,1550.0,3.0,3.0,100.0,3.0
570,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,4144.0,4.0,3.0,315.0,4.0
571,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100.0,3.0,2.0,125.0,3.0
572,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,1.0,69.3,2.0
573,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,LGestbo,2230.0,4.0,3.0,225.0,4.0
576,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aahts H,1230.0,2.0,2.0,80.0,2.0
582,Super built-up  Area,19-Dec,Hormavu,1 BHK,Kolisl ,715.0,1.0,2.0,46.0,1.0
583,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500.0,3.0,2.0,313.0,3.0
586,Super built-up  Area,Ready To Move,Jigani,2 BHK,i1odsne,1020.0,2.0,1.0,40.0,2.0
587,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ansna K,1253.0,2.0,1.0,102.0,2.0
591,Super built-up  Area,Ready To Move,Harlur,3 BHK,SomonCi,1709.0,3.0,2.0,150.0,3.0
598,Super built-up  Area,19-May,Sarjapur  Road,3 BHK,Soini T,1249.0,3.0,2.0,44.71,3.0
599,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1450.0,2.0,3.0,85.0,3.0
606,Built-up  Area,Ready To Move,Gottigere,2 BHK,Drente ,891.0,2.0,1.0,25.0,2.0
607,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133.0,2.0,1.0,49.07,2.0
608,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,37.0,3.0
616,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,SGandea,1090.0,2.0,1.0,42.0,2.0
620,Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1920.0,3.0,2.0,134.0,3.0
623,Super built-up  Area,19-Dec,Kanakapura,1 BHK,GoityEt,711.0,1.0,1.0,36.0,1.0
624,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500.0,3.0,3.0,95.0,3.0
625,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1720.0,3.0,3.0,100.0,3.0
628,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1200.0,2.0,1.0,85.0,2.0
631,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2250.0,3.0,2.0,160.0,3.0
632,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,1000.0,2.0,2.0,50.0,2.0
634,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3800.0,4.0,3.0,250.0,4.0
635,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,29.0,2.0
639,Built-up  Area,Ready To Move,Malleshwaram,4 BHK,GaityEt,2500.0,5.0,2.0,325.0,4.0
649,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2378.0,3.0,1.0,262.0,3.0
650,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Ahownve,1128.0,2.0,1.0,60.0,2.0
651,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1500.0,3.0,1.0,150.0,3.0
654,Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,PrarePa,1100.0,2.0,1.0,58.0,3.0
655,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,Vaodspe,1200.0,3.0,2.0,46.0,3.0
659,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,NaonySy,1260.0,2.0,1.0,67.39,2.0
662,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1210.0,2.0,1.0,45.98,2.0
664,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,45.0,3.0
665,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702.0,3.0,2.0,130.0,3.0
667,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1141.0,2.0,2.0,38.55,2.0
674,Built-up  Area,Ready To Move,Yelahanka,3 BHK,Edreelm,35000.0,3.0,3.0,130.0,3.0
685,Plot  Area,Ready To Move,Brookefield,3 Bedroom,Krreera,1200.0,3.0,2.0,140.0,3.0
686,Super built-up  Area,Ready To Move,Whitefield,2 BHK,PaantPl,1140.0,2.0,1.0,56.0,2.0
687,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1683.0,3.0,1.0,109.0,3.0
689,Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2118.0,4.0,2.0,111.0,4.0
698,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,985.0,2.0,1.0,40.39,2.0
705,Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090.0,2.0,1.0,28.34,2.0
708,Super built-up  Area,18-Apr,Kammasandra,2 BHK,Prony S,810.0,2.0,2.0,24.5,2.0
710,Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1337.0,2.0,1.0,82.0,2.0
712,Super built-up  Area,Ready To Move,Koramangala,3 BHK,TealeRo,1580.0,3.0,2.0,160.0,3.0
713,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500.0,2.0,3.0,54.0,3.0
714,Super built-up  Area,18-Sep,Whitefield,3 BHK,Umods W,1640.0,4.0,2.0,91.0,3.0
716,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1470.0,2.0,2.0,82.0,3.0
718,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050.0,2.0,1.0,71.0,2.0
720,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460.0,2.0,1.0,90.0,3.0
722,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1094.0,2.0,2.0,42.0,2.0
723,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,57.0,2.0
726,Built-up  Area,Ready To Move,Jakkur,3 BHK,Socon Z,1590.0,2.0,2.0,125.0,3.0
732,Super built-up  Area,18-Feb,Panathur,3 BHK,Prcesvy,1688.0,3.0,1.0,118.0,3.0
734,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1185.0,2.0,2.0,47.0,2.0
735,Super built-up  Area,17-Oct,Ramagondanahalli,2 BHK,ViistLa,1235.0,2.0,1.0,52.04,2.0
736,Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3205.0,5.0,1.0,500.0,4.0
738,Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,MB-laan,1415.0,2.0,3.0,66.0,3.0
739,Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,2330.0,3.0,2.0,162.0,3.0
740,Super built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,805.0,2.0,2.0,35.0,2.0
742,Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1155.0,2.0,3.0,59.95,2.0
750,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280.0,4.0,2.0,126.0,3.0
751,Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Soiniy ,1341.0,2.0,1.0,97.0,2.0
753,Super built-up  Area,18-Dec,Electronic City Phase II,4 BHK,SNbay G,2225.0,4.0,0.0,98.88,4.0
754,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,43.51,2.0
756,Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1152.0,2.0,1.0,53.5,2.0
758,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Jaise P,1300.0,2.0,3.0,36.0,2.0
761,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Siayayo,1101.0,2.0,0.0,45.0,2.0
763,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,667.0,1.0,1.0,36.85,1.0
764,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,55.0,2.0
765,Built-up  Area,Ready To Move,Old Airport Road,3 BHK,Trnce A,1875.0,2.0,2.0,110.0,3.0
766,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,735.0,2.0,1.0,57.99,2.0
769,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,PuilaMi,1215.0,2.0,1.0,67.0,2.0
773,Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779.0,3.0,2.0,89.61,3.0
776,Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKkente,1650.0,3.0,2.0,60.0,3.0
777,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1694.0,2.0,2.0,150.0,2.0
778,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2376.0,3.0,1.0,203.0,3.0
780,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Icingpy,674.0,2.0,1.0,33.0,2.0
781,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1185.0,2.0,1.0,41.0,2.0
785,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Sklls C,1618.0,3.0,3.0,82.5,3.0
786,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1120.0,2.0,0.0,65.0,2.0
787,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Sutte C,2181.0,3.0,2.0,152.0,4.0
790,Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,DSnjh S,1556.0,2.0,1.0,59.13,3.0
791,Super built-up  Area,19-Feb,Bannerghatta Road,2 BHK,Hiatei ,1179.0,2.0,1.0,66.02,2.0
792,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1296.0,2.0,2.0,83.0,2.0
793,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,VSomepi,1275.0,2.0,2.0,52.0,2.0
796,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1222.0,2.0,1.0,63.0,2.0
797,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,940.0,2.0,1.0,41.0,2.0
798,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,42.6,2.0
799,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soite E,1779.0,3.0,2.0,112.0,3.0
800,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1615.0,3.0,2.0,59.76,3.0
802,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Zostaa ,1056.0,2.0,1.0,61.0,2.0
809,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1717.0,3.0,3.0,99.0,3.0
811,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119.0,4.0,3.0,111.0,4.0
812,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.3,2.0
813,Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1141.0,2.0,1.0,42.79,2.0
815,Super built-up  Area,18-Aug,Chandapura,2 BHK,SuVue S,1025.0,2.0,2.0,27.68,2.0
816,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650.0,1.0,2.0,33.0,1.0
817,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349.0,2.0,1.0,98.0,2.0
819,Super built-up  Area,Ready To Move,Sahakara Nagar,4 BHK,OsrdsOr,2830.0,3.0,3.0,195.0,4.0
822,Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091.0,2.0,1.0,34.9,2.0
823,Super built-up  Area,Ready To Move,Rachenahalli,4 BHK,Leino C,3670.0,4.0,3.0,300.0,4.0
825,Super built-up  Area,20-Dec,Yeshwanthpur,4 BHK,Detat H,1950.0,4.0,0.0,130.0,4.0
827,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Shana S,1705.0,3.0,2.0,95.0,3.0
828,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,Disical,1375.0,3.0,2.0,75.0,3.0
829,Super built-up  Area,21-Oct,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,30.0,1.0
831,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1114.0,2.0,1.0,39.0,2.0
832,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brsiaen,1450.0,2.0,1.0,100.0,3.0
835,Built-up  Area,Ready To Move,Hebbal,2 BHK,Ratlet ,1000.0,2.0,2.0,45.0,2.0
836,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,68.75,2.0
837,Super built-up  Area,18-May,Kanakpura Road,2 BHK,Wiowsri,1180.0,2.0,2.0,57.0,2.0
841,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339.0,2.0,3.0,75.0,2.0
843,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1040.0,2.0,1.0,39.52,2.0
846,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,113.0,3.0
847,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,3.0,2.0,36.0,3.0
853,Built-up  Area,Ready To Move,Brookefield,2 BHK,Mapleer,1142.0,2.0,2.0,70.0,2.0
862,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shitt S,1175.0,2.0,2.0,51.47,2.0
863,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,DSagax ,1200.0,2.0,2.0,52.0,2.0
864,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Prs 2hi,995.0,2.0,1.0,41.0,2.0
865,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Vrenty ,884.0,2.0,1.0,41.1,2.0
867,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1170.0,2.0,2.0,57.0,2.0
868,Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1225.0,2.0,1.0,46.55,2.0
869,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1342.0,2.0,1.0,73.3,2.0
873,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140.0,2.0,1.0,49.39,2.0
874,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Sancy L,1300.0,2.0,1.0,50.0,2.0
876,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,142.0,3.0
878,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360.0,2.0,1.0,71.0,3.0
879,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Sueneu ,1145.0,2.0,2.0,60.0,3.0
880,Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Laihai ,1540.0,2.0,0.0,40.0,3.0
881,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1278.0,2.0,2.0,95.0,2.0
882,Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630.0,1.0,1.0,40.0,1.0
883,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1100.0,3.0,2.0,58.0,3.0
887,Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015.0,2.0,2.0,25.88,2.0
895,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116.0,2.0,3.0,51.91,2.0
896,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1070.0,2.0,1.0,42.79,2.0
897,Super built-up  Area,17-Mar,Varthur,2 BHK,Uptusol,1385.0,2.0,3.0,80.0,2.0
900,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1005.0,2.0,1.0,55.78,2.0
901,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soinequ,1575.0,3.0,2.0,125.0,3.0
902,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975.0,2.0,1.0,65.0,2.0
903,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1904.0,3.0,2.0,120.0,3.0
905,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,26.0,1.0
907,Plot  Area,Ready To Move,Electronic City Phase II,2 Bedroom,Daosts ,2400.0,3.0,1.0,150.0,2.0
910,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174.0,2.0,1.0,69.0,2.0
912,Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225.0,2.0,1.0,125.0,3.0
914,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,52.0,2.0
917,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Foodasa,1170.0,2.0,3.0,53.0,2.0
920,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710.0,3.0,2.0,107.0,3.0
921,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082.0,2.0,1.0,57.5,3.0
930,Super built-up  Area,19-Mar,Hosa Road,2 BHK,Skume R,1045.0,2.0,1.0,98.89,2.0
932,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1935.0,4.0,2.0,130.0,3.0
934,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1680.0,3.0,2.0,150.0,3.0
935,Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2470.0,5.0,2.0,247.0,4.0
936,Super built-up  Area,Ready To Move,1st Phase JP Nagar,4 BHK,Prhtsok,2825.0,4.0,3.0,250.0,4.0
937,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480.0,3.0,1.0,330.0,3.0
940,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Ocrda M,1799.0,3.0,3.0,90.0,3.0
942,Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 2hu,400.0,1.0,1.0,11.0,1.0
943,Built-up  Area,18-Mar,Kundalahalli,2 BHK,Dieldli,1047.0,2.0,1.0,82.0,2.0
947,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495.0,2.0,1.0,79.5,2.0
948,Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,Vaidsi ,3260.0,4.0,1.0,240.0,4.0
950,Super built-up  Area,Ready To Move,Koramangala,4 BHK,K ncy R,3500.0,5.0,2.0,425.0,4.0
952,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,EsniaGa,1500.0,2.0,2.0,95.0,3.0
954,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Laihai ,1540.0,3.0,0.0,50.0,3.0
955,Super built-up  Area,18-May,Hosa Road,3 BHK,Pamesy ,1639.0,3.0,1.0,80.0,3.0
957,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303.0,2.0,2.0,55.79,2.0
958,Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1005.0,1.0,1.0,110.0,2.0
960,Super built-up  Area,18-Oct,Chandapura,3 BHK,SunceEs,1305.0,3.0,1.0,33.28,3.0
963,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1440.0,2.0,3.0,68.0,3.0
965,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1725.0,3.0,3.0,200.0,3.0
969,Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1535.0,3.0,2.0,65.99,3.0
971,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464.0,3.0,2.0,56.0,3.0
980,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shelash,950.0,2.0,3.0,31.0,2.0
984,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Vasta C,1190.0,2.0,1.0,49.98,2.0
987,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891.0,3.0,1.0,109.0,3.0
989,Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1161.0,2.0,1.0,55.15,2.0
993,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,665.0,1.0,1.0,36.85,1.0
995,Built-up  Area,Ready To Move,Hoodi,2 BHK,Goeur G,1425.0,2.0,2.0,80.0,2.0
998,Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Abeesmi,1255.0,2.0,2.0,67.0,2.0
999,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2112.95,4.0,2.0,145.0,3.0
1001,Super built-up  Area,18-Jul,Haralur Road,3 BHK,SNnia E,1810.0,3.0,2.0,100.0,3.0
1006,Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400.0,2.0,1.0,40.43,3.0
1009,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,1025.0,2.0,1.0,44.5,2.0
1013,Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2268.0,3.0,2.0,163.0,4.0
1014,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100.0,3.0,2.0,53.0,3.0
1016,Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,400.0,1.0,1.0,12.0,1.0
1023,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843.0,3.0,2.0,95.84,3.0
1026,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530.0,2.0,2.0,74.5,3.0
1029,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,64.5,2.0
1030,Super built-up  Area,19-Dec,Kanakapura,1 BHK,GoityEt,711.0,1.0,1.0,38.0,1.0
1031,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1194.0,2.0,2.0,46.0,2.0
1034,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Goeur G,1420.0,2.0,2.0,75.0,2.0
1040,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1315.0,2.0,1.0,54.8,3.0
1046,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SRidePr,1560.0,2.0,2.0,72.0,3.0
1050,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,3235.0,3.0,1.0,235.0,3.0
1052,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140.0,2.0,2.0,46.0,2.0
1055,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Saowsri,1100.0,2.0,2.0,70.0,2.0
1057,Super built-up  Area,18-Mar,Hebbal,2 BHK,Arcia S,1036.0,2.0,1.0,50.0,2.0
1058,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662.0,3.0,3.0,85.1,3.0
1060,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234.0,2.0,2.0,80.0,2.0
1061,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Arldsyo,1403.0,3.0,1.0,55.0,3.0
1065,Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3900.0,4.0,2.0,410.0,4.0
1073,Super built-up  Area,18-Apr,Haralur Road,4 BHK,SNnia E,2805.0,4.0,3.0,154.0,4.0
1074,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1161.0,2.0,2.0,64.08,2.0
1075,Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,Soena A,1290.0,2.0,3.0,74.0,2.0
1076,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2557.0,3.0,2.0,141.0,3.0
1079,Super built-up  Area,20-Dec,Old Madras Road,3 BHK,SheldGr,1350.0,3.0,0.0,54.54,3.0
1080,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1580.0,2.0,2.0,65.0,3.0
1083,Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,61.92,2.0
1089,Built-up  Area,Ready To Move,Channasandra,3 BHK,Pritehi,1340.0,2.0,2.0,48.33,3.0
1091,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,48.0,2.0
1093,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315.0,2.0,2.0,85.0,2.0
1096,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,56.0,3.0
